"Gene.names","mIMCD_1","mIMCD_2","mIMCD_3","mIMCD_4"
"TMEM252",20.74,29.53,22.69,22.97
"CYPT3",0,0,0,0
"CCNB1-PS",10.2,7.07,5.21,5.1
"MLEC",5201.41,5046.34,5264.34,5159.75
"E130311K13RIK",39.69,43.31,44.13,62.31
"GJA3",0,0.28,0,0
"IGF2",0,0,0,0.86
"GM5946",0,0,0,0
"GM5763",2.31,1.29,0,1.36
"MORC2B",0,0,0,0
"GM9828",4.11,3.97,6.13,2.59
"MYOF",4608.57,4622.78,4712.32,4490.99
"NOG",2.05,0.56,1.99,2.3
"RTBDN",3.84,2.81,4.24,2.87
"OR6Z3",0,0,0,0
"GM6377",0.77,0.28,0.5,0
"KLF17",0,0,0,0
"4930542C16RIK",0,0,0,0
"A730049H05RIK",0,0,0,0
"KRTAP19-9A",0,0,0,0
"CTXN1",532.92,520.3,519.85,525.19
"EXD1",13.32,7.31,8.48,8.61
"SAMD13",0,0,0,0
"CCDC169",0.26,0,0,0
"LEMD3",699.38,686.79,670.95,666.47
"RHNO1",407.43,426.11,431.65,399
"TPCN2",60.95,58.5,66.82,65.76
"HMGB4",0,0,0,0
"OR2A51",0,0,0,0
"MEX3D",1163.67,1139.88,1148.41,1188.22
"VMN1R26",0,0,0,0
"KRT90",0,0,0,0
"CCDC6",947.53,935.98,997.32,948.74
"SPEER4B",0,0,0,0
"LURAP1L",11.27,7.87,3.99,5.74
"TPRN",408.97,422.15,429.59,436.46
"GM8666",0,0,0,0
"TBC1D12",369.28,403.58,378.98,405.17
"FNDC9",0,0.56,0,0
"ZFP454",1.54,0.28,0.5,0.29
"GGNBP1",55.28,47.63,44.3,47.36
"KLHL11",170.04,147.09,170.29,156.78
"OR6C33",0,0,0,0
"E130114P18RIK",0,0,0,0
"PRSS50",0,0,0,0
"MCAT",266.08,260.99,232.37,261.3
"FOXO3",651.49,656.42,691.39,635.74
"RPL29",3095.54,3117.72,3228.88,3302.57
"HOXB3",515.22,537.42,528.74,554.02
"TMPRSS11F",0,0,0,0.29
"SKINT10",0,0,0,0
"TMEM53",60.69,55.12,56.1,51.11
"SERPINB13",0,0,0,0
"PTHLH",0,0,0,0
"P2RY6",1.28,1.41,0.5,0.86
"INSC",0,0,0,0
"DCUN1D3",121.9,120.93,132.64,131.23
"CFAP100",0.26,0.28,1.25,0.29
"CYB561D1",213.07,219.09,192.23,209.33
"CEP120",608.47,602.42,616.09,563.96
"IFNB1",0,0.28,0,0
"SLC35E4",448.41,470.8,432.09,468.91
"OR5AC20",0,0,0,0
"LONRF2",0,0,0,0
"GM568",0,0,0,0
"DACT2",88.09,111.09,96.99,86.72
"PKD1L3",0.26,0,0,0.86
"2310057N15RIK",0,0,0,0
"VPS37C",590.28,605.52,599.14,598.42
"SLC39A9",816.67,927.82,910.05,905.38
"VSTM2A",0,0,0,0
"GM12185",0.77,1.97,1.25,0.57
"SLC25A47",5.63,5.34,6.98,7.75
"ARHGAP30",0,0,0,0
"PHF3",1349.1,1421.55,1412.56,1368.3
"PUDP",0,0,0,0
"HEXIM1",718.84,779.04,717.82,697.48
"CDK5R1",17.16,14.91,19.45,26.7
"ZFP710",264.28,268.02,276.26,274.23
"RIMKLA",0,0,0,0
"NEUROG1",0,0,0,0
"BNIP5",0.26,0,0,0
"RNF24",325.99,313.88,329.55,319.42
"EFNA5",127.53,133.31,118.93,116.01
"GM5540",0.77,0.28,1.5,0
"OR2AA1",0,0,0,0
"FKRP",302.7,322.02,309.92,323.33
"ZFP689",58.66,71.33,62.36,56.34
"CDCA2",562.88,592.86,602.63,572.57
"CCDC125",0,0.28,1.25,0.86
"TADA3",455.58,489.92,492.92,486.72
"OR4N5",0,0,0,0
"NR1H5",0,0,0,0
"ATP13A5",0,0,0,0
"GM6206",13.15,11.71,12.43,15.16
"PREX2",5.89,5.91,3.24,4.59
"MRGPRE",9.22,10.69,7.23,6.6
"YJEFN3",13.57,14.06,8.98,10.91
"C1GALT1C1",314.99,317.8,328.12,315
"NRSN1",0,0,0,0
"KRT31",0,0,0,0
"GPHB5",0,0,0,0
"ELFN1",40.46,38.53,51.11,48.53
"PRSS32",0.51,0.28,0.25,1.72
"H2AL3",0,0,0,0
"OR1F12",0,0,0,0
"ATXN7L2",237.39,242.99,251.07,240.34
"NDNF",0,0,0,0
"BB014433",0,0,0,0
"OR10S1",0,0,0,0
"OR4K5",0,0,0,0
"PRSS48",0,0,0,0
"OR5B113",0,0,0,0
"OR5C1",0,0,0,0
"OR7E177",0,0,0,0
"TMEM121",176.7,182.53,162.81,192.68
"CLEC4A1",0,0,0,0.57
"MTERF2",71.45,75.65,66.82,73.8
"OR1R1",0,0,0,0
"RAPGEF4",0,0.28,0.25,0
"ARMCX3",0,0,0.25,0
"OR6C216",0,0,0,0
"OR4C10B",0,0,0,0
"GM9244",0,0,0,0
"OR8D4",0,0,0,0
"ACAP2",1638.2,1618.83,1727.85,1641.91
"BMYC",2.05,0.28,2.24,0.57
"ZADH2",979.03,962.97,992.08,955.63
"SEPHS2",385.16,400.49,384.96,390.81
"GPR137C",0.77,1.12,0.5,0.86
"IL23R",1.28,0,0.75,0.29
"OR7C74",0,0,0,0
"ANKRD34A",5.12,2.81,3.49,4.88
"OR8B3",0,0,0,0
"PCDH10",0,0,0,0
"CCR2",0,0,0,0
"DCAF5",940.36,948.35,942.46,983.48
"NTF3",0,0,0,0
"THEMIS",0,0,0,0
"OXTR",7.68,10.41,4.24,6.03
"AGTR1A",0,0,0,0
"FAM110B",28.43,26.44,23.44,26.99
"FRMD3",0,0.28,0,0
"CATSPERG2",0,0,0,0
"GM8186",164.41,167.62,154.58,182.91
"IVL",0,0,0,0
"C5AR1",0,0,0,0
"FLG2",0,0,0,0
"NRAP",3.59,3.37,2.24,3.45
"PLCXD3",0,0,0,0
"OR4C10",0,0,0,0
"UGT3A2",0,0,0,0
"FAM183B",0,0,0,0
"TEX50",0,0,0,0
"ZFP518A",253.02,277.31,296.45,279.97
"OR6B1",0,0,0,0
"MYOZ3",0,0,0,0
"FRMPD4",0,0.28,0,0
"PURG",57.11,46.69,46.62,51.4
"RTL5",13.06,15.47,22.19,21.82
"4930515G13RIK",0,0,0,0
"SKINT7",0,0,0,0
"OR6C3",0,0,0,0
"PDP1",132.65,135,112.45,130.36
"OR7G26",0,0,0,0
"MYEF2L",142.58,147.9,172.66,167.12
"GM12497",0,0,0,0
"TIGD2",162.1,158.06,155.08,155.63
"APOO-PS",1.54,0.85,1.26,1.16
"GM7324",0,0,0.05,2.02
"HCAR1",0,0,0,0
"HSPE1-PS2",0,0,0,0
"GM5316",0,0,0,0
"LRP1B",0,0,0,0
"KCNK3",0,0,0,0
"OR10AB5",0,0,0,0
"SCN3B",0,0,0,0
"MBLAC1",52.24,59.9,42.14,63.46
"IBA57",69.91,65.53,72.8,73.8
"LIX1L",161.85,154.96,177.02,190.09
"PRSS38",0,0.28,0,0
"ZFP219",589.77,660.08,633.3,606.17
"TRAPPC1",309.1,289.12,293.21,320.17
"PRMT6",352.11,345.67,315.25,352.26
"SYT12",478.13,449.75,459.86,483.36
"CCDC71",520.63,511.3,492.92,516.58
"FUT4",9.22,8.16,6.23,11.49
"SORL1",1726.04,1702.36,1772.48,1621.81
"FBXW13",0,0,0,0
"OR1J19",0,0,0,0
"ZFP2",101.92,118.97,109.7,125.48
"SMCR8",1107.18,1184.03,1156.39,1055.84
"KMT5A",2394.68,2430.78,2492.54,2482.1
"OR8B43",0,0,0,0
"TENM2",1.28,0,0,0
"RETREG2",1575.46,1587.9,1554.82,1636.17
"GM5105",0.32,0.64,0,0
"ZG16",0,0,0,0
"RD3",0,0,0,0
"DCAF7",1940.38,1830.89,1908.37,1894.31
"BRD8DC",2.05,1.12,1.75,2.58
"OR5K1",0,0,0,0
"OR4C31",0,0,0,0
"KRT8",11097.85,10201.23,9838.78,10703.42
"COX7B2",0,0,0,0
"GEMIN4",422.49,425.2,417.7,432.46
"OGFR",1012.32,1060.85,1072.61,1121.31
"RARRES1",1.02,2.25,3.24,1.72
"PROKR1",0.26,0.56,1.25,0
"ZFP683",0,0,0,0
"TMEM241",106.02,100.68,116.44,112.27
"GM5417",5.21,2,3.07,3.75
"TMEM200A",0,0,0,0
"ZFP260",561.6,584.7,572.71,586.36
"CHCHD10",358.01,393.18,412.89,406.6
"GM9837",0,0,0,0
"UPK1B",0,0,0,0
"CYP20A1",432.53,451.39,429.59,431.58
"OR10J3B",0,0,0,0
"GM8396",0,0,0,0
"AFF4",3002.12,3164.54,3235.3,3032.56
"1700104B16RIK",0.77,0.28,0,0.57
"GM8508",0.26,0.28,0,0
"CTU2",412.77,425.67,402.41,441.68
"TMEM67",137.39,129.66,136.13,128.07
"CCNQ",211.27,226.12,201.71,221.1
"SLC36A3",0,0,0,0
"PLS1",143.41,148.5,161.57,147.31
"OR5B24",0,0,0,0
"DTX3L",381.54,398.63,400.3,414.19
"PROSER1",562.63,550.67,570.22,538.4
"SPPL2C",0,0,0,0
"HTR1B",1.28,3.09,2.24,4.31
"ESPNL",1.02,0.56,1.25,0.57
"SPTY2D1",461.73,488.8,506.39,464.6
"RPS23",2679.74,2512.42,2479.36,2868.6
"CDC42EP1",1224.1,1267.84,1326.68,1291.59
"TMEM202",1.54,3.09,2.49,0.86
"OR6N1",0,0,0,0
"CLRN2",0,0,0,0
"SALL2",298.34,333.83,323.38,311.27
"TCEAL1",19.97,18,17.2,20.1
"TECRL",0,0,0,0
"ADAMTS16",27.66,27,29.92,25.84
"H1F1",0.26,0.28,0.5,2.3
"KRT82",0,0,0,0
"CLIP1",1353.43,1418.87,1389.51,1345
"FZD9",4.87,4.78,7.48,5.17
"POLR1A",832.8,815.04,843.98,791.38
"TMIE",22.54,22.22,26.43,26.42
"LINGO1",0,0,0,0
"DEFB20",0,0,0,0
"OR10C1",0,0,0,0
"AP5B1",201.54,210.93,209.19,205.31
"AKNAD1",0,0,0,0
"CFAP46",0.51,0.56,0.5,0.57
"OR6C68",0,0,0,0
"ZFA-PS",0,0,0,0
"ZFPM1",507.57,509.61,527.58,520.89
"TSKU",67.1,69.47,58.09,72.94
"GRM5",0,0,0,0
"CCDC69",18.95,16.87,16.46,18.66
"LCE1H",0,0,0,0
"VSIG8",0,0,0,0.57
"ZBTB45",156.98,147.93,165.55,167.98
"HOXB13",142.39,155.81,160.07,177.17
"OR10J2",0,0,0,0
"ZFP644",933.44,966.91,962.66,948.16
"GPR55",0,0,0,0
"OMG",0,0,0,0
"OR12D13",0,0,0,0
"PRSS33",0,0,0,0
"SLC17A5",244.31,250.59,240.85,239.77
"TIFAB",0,0,0,0
"C1QL3",0,0.84,0.75,0.29
"VGLL2",0.51,0,0,0
"2310022A10RIK",282.72,303.46,306.43,290.02
"OR13C3",0,0,0,0
"GPR3",2.3,0.84,0.5,0.86
"SPATC1",0.77,0.56,0,0.29
"ZBTB5",239.71,256.49,232.82,233.16
"BDP1",544.44,550.11,579.69,517.15
"AFTPH",1218.72,1244.5,1327.93,1273.21
"MORN4",486.06,471.36,478.46,461.73
"ZBTB14",422.55,397.4,429.84,408.61
"OR10A2",0,0,0,0
"CATSPERG1",0,0,0,0.57
"URGCP",495.79,541.11,532.57,532.37
"CYP2G1",0,0,0,0
"ORAI1",237.65,284.9,272.52,256.14
"PHETA2",2.56,4.5,6.23,2.58
"NCKAP5",0.26,0.56,0,0.29
"NKX3-2",0,0,0,0
"TMEM239",0,0.28,0,0
"BC048671",0,0,0,0
"UCN2",0.26,0,0,0
"OR8G19",0,0,0,0
"NLRP10",9.73,6.75,7.23,10.62
"LIG4",223.05,223.31,240.85,210.77
"PRSS46",1.79,0,0.5,0.86
"GAL3ST1",57.88,48.94,41.39,44.22
"MMP12",0,0,0,0
"ZFP668",161.34,184.78,176.03,177.74
"TREX1",34.36,31.4,29.95,31.09
"OR2W6",0,0,0,0
"ZFP646",587.98,568.39,596.89,545.58
"5330417H12RIK",0,0,0,0
"RXFP4",0.26,0,0,0
"ARHGAP15",0,0,0,0
"RPL36AL",1549.08,1459.93,1417.44,1637.03
"ZFP672",199.75,224.71,211.68,217.94
"OR4F62",0.51,0,0,0.29
"MICOS13",639.71,620.7,582.43,644.65
"PMIS2",0,0,0,0
"ZFP280B",352.38,351.83,349.81,358.07
"TMSB4X",325.49,306.84,322.13,310.98
"FZD4",80.92,80.72,87.02,86.72
"BAG5",543.93,554.33,556,538.98
"CRH",0,0,0,0
"OR51A10",0,0,0,0
"LRRC19",0.77,0.56,2.24,0.29
"SERTAD2",1169.04,1222.84,1246.15,1164.38
"ARMCX4",0,0,0,0
"OR9S18",0,0,0,0
"ARHGAP23",779.79,797.04,845.47,777.31
"KRTAP9-3",0,0,0,0
"FAM161A",15.62,21.66,15.21,13.21
"4921511C20RIK",0,0,0,0
"ZBTB12",421.78,403.86,391.45,408.04
"RBX1-PS",0.26,0.84,0.75,1.72
"OR5T17",0,0,0,0
"CEACAM19",0,0,0,0
"SUOX",163.9,182.25,171.29,180.9
"OR8C10",0,0,0,0
"ARL4C",1541.91,1500.99,1537.36,1558.06
"NLRC3",0.77,0.56,2.49,0.57
"CALHM5",0,0,0,0
"RLF",611.03,569.52,585.43,535.82
"2810025M15RIK",484.01,452.73,443.99,495.59
"VCPKMT",193.86,205.59,180.51,207.61
"GM7984",1.79,1.12,1,1.15
"RASD1",46.61,52.03,42.39,41.64
"OR6C65",0,0,0,0
"STKLD1",0.51,0,0,0
"4921517D22RIK",0,0,0,0
"TMEM17",55.83,47.81,42.88,54.56
"RASL11B",1267.89,1247.87,1328.43,1149.16
"GJA8",0.51,1.41,0.75,0.29
"2610318N02RIK",0,0,0,0.29
"SLC35C1",366.21,367.3,367.76,359.22
"OR8B54",0,0,0,0
"GLP2R",0,0,0,0
"LPAR4",0,0,0,0
"H2AX",1017.95,1060.57,1067.38,1057.85
"LRRC4",0,0,0,0
"PGRMC2",1412.07,1388.49,1393.75,1432.58
"BC030500",0,0,0,0
"RPP38",119.34,106.59,118.18,106.82
"CCDC137",385.93,413.15,405.91,413.21
"MRPS16",178.49,165.09,151.84,191.24
"PLEKHF2",405.9,394.58,395.93,399.14
"GLT1D1",0,0,0,0
"SKINT9",0,0,0,0
"ANKRD55",23.56,15.47,14.71,14.93
"LRRC25",0,0,0,0
"PPP1R3D",0,0,0,0
"IDNK",58.13,57.09,49.37,55.71
"SHISA3",0,0,0,0
"APOL10B",1.02,0.84,0,0.57
"OR1J4",0,0,0,0
"PITPNB",2047.94,1902.04,1854.01,1924.46
"AMZ1",31.6,31.86,25.44,30.4
"OR5D46",0,0,0,0
"OR11H6",0,0,0,0
"RAP2C",310.38,333.27,319.39,310.69
"OR4K1",0,0,0,0
"FHL4",3.33,5.62,3.74,4.31
"TMX2",1378.27,1320.72,1278.56,1316.86
"CCDC158",7.68,4.5,10.72,11.77
"TDRP",51.22,50.62,52.36,58.87
"PRM3",0,0,0,0
"KLK6",0.26,0.84,0,0.57
"ZFP697",323.95,338.48,324.88,363.53
"A130023I24RIK",0,0,0,0
"GREM2",0,0,0,0
"BEX1",1214.49,1120.89,1165.18,1242.53
"SPINK8",0,0,0,0
"GPR171",0,0,0,0
"RSPRY1",357.5,396.83,395.19,377.31
"OR52A33",0,0,0,0
"CBY3",0,0,0.25,0
"1600012H06RIK",507.31,534.43,513.87,517.44
"AKAP4",0,0.28,0,0
"SPRR2B",0,0,0,0
"CES2B",0,0,0,0
"HMX2",0.77,0,0,0
"VMN1R235",0,0,0,0
"AGMO",0,0,0,0
"FAM110D",0,0,0.25,0
"TMC8",13.06,12.66,16.21,12.06
"HASPIN",297.57,287.71,280.74,314.14
"BPIFC",0,0,0,0
"PRDX6B",0,0,0,0
"OPALIN",0,0,0,0
"VWA3B",0,0,0,0
"OR5M10",0,0,0,0
"SARM1",3.59,2.53,3.74,3.16
"OR6N2",0,0,0,0
"KCNK12",0,0,0,0.29
"FAM205C",0,0,0,0
"SLC25A44",654.31,709.01,704.6,706.96
"F2RL3",0,0.28,0,0
"UBQLN2",527.54,540.83,557.5,534.38
"SLC9B1",0,0,0,0
"GM867",0,0.28,0,0
"OR2M13",0,0,0,0
"MCHR1",4.61,2.81,8.98,6.89
"NUDT6",37.99,28.24,32.47,34.26
"A930002I21RIK",0,0,0,0
"LSM10",140.08,137.25,134.39,146.16
"ETOS1",0,0,0,0
"ADAM34L",0,0,0,0
"EIF5A2",520.12,533.24,557.75,549.6
"SCD4",0.51,0.84,0.75,1.15
"RHOX13",0,0,0,0
"OR6C38",0,0,0,0
"LGR4",3074.09,3110.26,3082.46,3207.15
"OTOP2",0,0,0,0
"PLA2G4E",0,0,0,0
"EVA1B",754.69,750.36,733.28,783.34
"SNIP1",427.67,419.9,410.65,409.19
"OR13E8",0,0,0,0
"LGSN",0,0,0,0
"IL17D",5.63,8.16,13.21,8.9
"KRTAP13",0,0,0,0
"PIGM",484.52,488.24,465.75,464.03
"CXCR3",0,0,0,0
"GJA4",5.12,5.34,4.49,4.88
"KRTAP24-1",0,0,0,0
"HIC2",183.87,167.9,173.03,170.81
"KLRE1",0,0,0,0
"GM5446",0.51,1.12,0.46,0.57
"HEATR1",477.86,476.14,470.73,478.96
"EVC2",762.38,797.32,783.14,808.89
"OR6C76",0,0,0,0
"OR52B1",0,0,0,0
"TMEM220",13.06,8.44,13.21,10.91
"PRAG1",664.55,671.04,709.84,681.98
"DSCAM",0,0,0,0
"MRGPRG",0,0,0,0
"OR51L4",0,0,0,0
"FZD2",435.09,412.02,448.79,453.69
"FOXC1",3916.1,4040.61,3979.54,3920.71
"ABCA12",0,0,0,0
"GM9843",70.41,44.97,40,51.49
"SLC25A2",1.28,3.66,3.74,4.02
"RICTOR",779.02,812.51,851.46,783.91
"NSUN3",170.55,169.31,182.26,195.55
"SYNPO2",0.77,1.41,1.25,1.15
"NETO1",0,0,0,0
"NDUFAF6",69.4,79.31,59.09,70.35
"HOXC12",0,0,0,0
"AMER1",167.99,178.31,160.57,172.86
"C130071C03RIK",0,0,0,0
"LGALS3",790.03,778.76,734.77,803.73
"OR1AD6",0,0,0,0
"4930486L24RIK",8.96,10.97,9.72,10.62
"GPR18",0,0.56,0,0.29
"CARMIL2",6.66,4.22,5.98,6.03
"SPRR1A",20.49,18.28,23.44,18.38
"OR6B13",0,0,0,0
"HOXD10",1.54,2.81,1.75,1.44
"CH25H",0,0,0,0
"SNX21",284.25,300.93,285.05,297.85
"IL31RA",0.26,0,0,0
"SEPTIN6",51.99,55.97,60.34,62.02
"KIF7",122.81,133.31,141.06,126.87
"SVS3B",0,0,0,0
"C77080",1043.3,1113.72,1111.01,1055.27
"ARMCX6",0,0,0,0
"TNFSF15",25.61,33.19,24.68,18.09
"FOXL2",51.47,45.84,38.4,54.27
"TCF19",1444.85,1550.49,1534.12,1508.1
"PPP1R3G",0,0,0,0
"PNMA5",0,0,0,0
"MRGPRB2",0,0,0,0
"FBXO46",206.15,222.74,200.46,214.21
"UBE2DNL1",0,0,0,0
"ENTHD1",0,0,0,0
"HAMP",0,0,0,0
"CYP8B1",0,0,0,0
"LYPD6",0,0,1,0.57
"KRT78",0,0.56,0,0.29
"ASTL",0,0,0,0
"FAM118B",162.36,172.4,185.5,195.55
"SLC35D3",0,0,0,0
"OR6C214",0,0,0,0
"PSMA5-PS",2.82,1.97,1.75,2.01
"FAM167B",0,0,0,0
"FBXL22",2.07,1.44,0.5,2.63
"OR5BH3",0,0,0,0
"PCDH20",0,0,0,0
"OPRD1",2.82,5.06,5.49,3.45
"CLDN8",787.22,832.2,779.4,728.78
"MGAT4F",0,0,0,0
"FAM171A1",544.96,569.8,586.17,534.96
"GM9845",0.95,2.81,0,2.72
"HTR5B",1.54,0.84,0.25,0.57
"B230217C12RIK",0.26,0.56,0,0
"ADRA1B",1.28,2.25,2.49,2.01
"FAM228B",1.28,0.28,0.25,0.29
"FAM241A",110.89,123.18,123.17,124.91
"GM11868",32,28.12,29.41,31.01
"LAMTOR4",450.46,501.17,526.08,476.66
"GK2",0,0,0,0
"HYLS1",183.17,164.37,165.43,160.24
"KCNB1",0,0,0.25,0.29
"PROKR2",0,0,0,0
"TOR1AIP2",2978.66,3107.54,3027.25,3097.42
"MAML1",864.55,886.2,931,867.47
"OR8U3-PS",0,0,0,0
"MMP13",1.28,2.25,2.74,2.58
"LRRC4C",0,0,0,0
"FAM78A",0.26,0,0,0.29
"ZFP831",0,0,0,0.57
"OR8K16",0,0,0,0
"ZFP61",109.09,93.94,105.47,109.98
"MICOS10",762.12,739.95,700.86,762.38
"TXNDC2",0.26,0,0,0
"OR14J1",0,0,0,0
"ZSCAN29",315.5,324.27,317.89,311.84
"RPS27RT",32.52,34.03,28.17,45.94
"CATSPERZ",0,0.28,0,0
"CCDC121RT1",0.26,0,0,0
"GPD1L",698.61,709.01,696.63,715.57
"UBALD2",2196.28,2151.43,2055.68,2158.86
"SPRR2F",0,0,0,0
"TMEM150C",0.77,0,0,0.29
"BC048562",0,0,0,0
"DEFB19",0,0,0,0
"MRGPRA1",0,0,0,0
"OR6D15",0,0,0,0
"TRHDE",0,0,0,0
"VSTM4",0.26,0,0,0
"GPATCH11",226.38,230.9,226.39,228.86
"ISM2",7.17,7.87,3.49,8.04
"GP1BA",3.07,3.66,2.49,3.16
"CCDC96",115.24,93.37,111.95,128.07
"CCDC54",0,0,0,0
"PRKAA1",1181.59,1183.47,1206.5,1174.43
"EMILIN3",0,0,0,0
"4930563M21RIK",0,0,0,0
"2310061N02RIK",0,0,0,0
"2310061I04RIK",206.41,206.15,196.47,218.23
"FTL1",1575.5,1867.34,1886.1,1932.71
"SCG2",0,0,0,0
"ZBTB26",223.71,235.28,246.05,235.22
"PLEKHO2",73.24,77.06,78.04,82.99
"ARHGAP42",136.5,149.9,145.86,128.07
"VAMP8",743.17,673.29,694.38,769.56
"PTGES",0.26,0.56,0.75,0.29
"OR2M12",0,0,0,0
"TRIM15",2.05,1.12,2.49,2.01
"PGBD5",0.26,0.84,0,1.44
"DEFB6",0,0,0,0
"GP1BB",7.25,7.73,7.83,6.86
"PRSS27",2.05,0,2.74,0.57
"OR2T26",0,0,0,0
"GM5084",0,0,0,0
"EAR14",0,0,0,0
"OR10AG58",0,0,0,0
"OR4F47",0,0,0,0
"TMEM37",51.73,51.75,44.38,53.98
"HTR1F",0,0,0,0
"CCDC126",133.42,138.93,137.13,132.09
"OR10Z1",0,0,0,0
"B3GALT6",106.28,108.28,95.99,115.15
"H2BC1",0,0,0,0
"OR7E173",0,0,0,0
"MUC15",0,0,0,0
"OOG3",0,0,0,0
"ECPAS",1007.2,1050.72,1065.63,1013.92
"OR2AV9",0,0,0,0
"OR5A3",0,0,0,0
"OR2T48",0,0,0,0
"FAM131A",187.71,201.09,198.47,212.2
"SLC29A4",88.35,93.65,82.28,92.17
"SSTR5",0,0,0,0
"VWC2",0,0,0,0
"CDH20",0,0,0,0
"1700020N01RIK",0,0,0,0
"ZFP623",462.5,474.74,463.75,484.13
"OR10D3",0,0,0,0
"TMEM125",53.27,48.65,50.86,45.94
"ZFP940",60.18,61.31,62.33,62.02
"ATP5K",214.35,256.49,280.5,302.65
"PHOSPHO1",13.89,17.59,21.48,18.14
"OR10Q1",0,0,0,0
"CLRN3",0,0,0,0
"MRGPRB8",0,0,0,0
"MINAR2",0.26,0,0,0
"SPATA31D1A",0,0,0,0
"PDIK1L",234.32,230.34,254.32,240.63
"TATDN1",84,82.69,74.05,73.22
"RTN4RL2",0,0,0,0
"GM7327",0.77,0.56,1.75,1.72
"MTNR1B",0,0,0,0
"TVP23A",8.23,11.25,10.35,9.21
"CDR2L",269.66,296.43,277,275.37
"TMEM123",816.67,850.76,815.81,887
"ANKRD37",181.57,145.68,166.05,153.62
"FGF4",0,0,0,0
"ZFP366",0,0,0,0
"P2RY10",0,0,0,0
"DCAF12L2",0,0,0,0
"MAP10",0,0,0,0
"SGMS2",470.69,493.02,528.58,484.42
"VMN1R231",0,0,0,0
"GM42743",4.1,4.73,4.83,4.04
"EFCAB5",1.28,1.12,2.49,0.86
"ZFP438",84.77,93.65,83.28,98.49
"AMIGO1",412.56,434.8,400.42,431.87
"GJA1",2.56,2.81,4.99,6.03
"ZFP169",46.35,45.28,53.86,44.51
"INSL6",78.88,63.28,63.58,61.45
"AY358078",0,0,0,0
"KCNS2",0,0,0,0
"PRKCA",579.27,622.39,639.28,607.03
"LIN28A",0,0,0,0
"CREG2",0,0,0.6,1.15
"GDPGP1",67.86,54,58.09,65.47
"GM9847",0,0,0,0
"GM5215",0,0,0,0
"APOL10A",0,0,0,0
"SELENON",849.19,849.07,883.37,877.81
"ADGB",0,0,0,0
"CETN1",0,0,0,0
"FHIP1A",357.24,351.83,362.53,358.36
"GM9848",0,0,0,0
"OR1F19",0,0,0,0
"GATD1",149.81,175.78,172.79,163.1
"4930412M03RIK",2.05,1.41,1,0.57
"HS3ST1",597.2,586.39,598.14,615.36
"SERPINB1B",0,0,0,0
"ZFP11",171.84,172.68,189.49,155.06
"TTC24",0,0,0,0.29
"ZFP455",40.72,38.53,40.14,33.31
"RHOX11",0,0,0,0
"OLFML1",0,0,0,0
"GPRC5C",3573.71,3620.72,3714.01,3730.33
"OR6D14",0,0,0,0
"P4HA3",0.51,0.56,0,0
"SPINK14",0,0,0,0
"OR6F2",0,0,0,0
"1700014D04RIK",0.26,0.28,0.25,0.57
"GJA10",0.26,0,0.25,0
"FBLL1",0,0,0,0
"MB21D2",134.19,127.12,129.15,114.57
"LINGO3",6.15,9.28,5.49,7.75
"4930579K19RIK",5.63,5.06,7.48,8.61
"VTCN1",24.58,21.66,24.18,28.71
"RGS13",0,0,0,0
"GM4847",0,0,0,0
"OR6X1",0,0,0,0
"MBLAC2",14.08,19.12,10.97,16.94
"SV2C",0,0,0,0
"GARIN5A",0.51,1.69,0.75,1.15
"GM8121",0.77,0.28,0.5,0.29
"OR7D10",0,0,0,0
"GIMAP9",50.19,58.78,59.59,61.45
"GM6293",0,0,0,0
"GHSR",0,0,0,0
"CAMK2N2",74.52,79.87,68.57,70.93
"NAT2",48.66,50.9,46.38,54.56
"ADNP",1183.35,1253.64,1418.86,1249.34
"TAS2R105",0,0,0,0
"COMMD3",538.04,577.11,570.47,574.01
"OR10Q1B",0,0,0,0
"CITED1",0,1.41,1,2.01
"OR7G33",0,0,0,0
"EML5",175.98,184.5,194.03,163.75
"RPUSD3",75.29,77.06,71.81,76.38
"OR52E15",0,0,0,0
"ZFP42",0,0,0,0
"PLCB1",208.71,213.74,225.89,196.41
"OR6AE1",0,0,0,0
"OR52AC1",0,0,0,0
"ZFP524",85.02,74.81,78.29,82.12
"FAM174A",186.94,189.84,197.72,174.01
"OR7C70",0,0,0,0
"4930548G14RIK",0,0,0,0
"OR5E1",0,0,0,0
"MRGPRD",0,0,0,0
"GPR119",0,0,0,0
"GPR183",0,0.56,0,0
"ERCC6L",477.86,509.61,466.25,477.53
"BZW1",4249.79,4395.54,4389.19,4361.77
"TCEANC",55.83,49.5,53.11,42.5
"FAM83A",0,0,0,0
"NYX",0,0,0,0
"TMEM199",429.46,431.71,398.43,438.76
"RNF7",759.56,747.54,668.2,727.92
"GEN1",358.27,353.52,347.81,344.29
"MSRB3",1039.21,1051.57,1059.65,1113.27
"9230109A22RIK",0,0,0,0
"SWSAP1",114.22,120.93,118.68,116.01
"PCDHB9",1.02,0,1.25,1.44
"ISLR2",0,0.28,0,0.29
"MSANTD1",0,0.28,0,0
"NHLH1",0,0,0,0.57
"GM6563",184.4,200.83,191.73,195.86
"JAGN1",480.42,442.68,434.83,418.95
"TRAP1A",0,0,0,0
"OR2W4",0,0,0,0
"NAT8F3",0,0,0,0
"ACTRT2",0,0,0,0
"ZGRF1",466.08,466.3,475.22,459.44
"GDF6",0,0,0,0
